speed_rpm,omega_e_rad_s,target_torque_nm,vmax_v,imax_a,id_zero_id_a,id_zero_iq_a,id_zero_torque_nm,id_zero_current_a,id_zero_voltage_v,id_zero_voltage_margin_v,id_zero_current_margin_a,id_zero_copper_loss_w,id_zero_feasible,min_current_target_id_a,min_current_target_iq_a,min_current_target_torque_nm,min_current_target_current_a,min_current_target_voltage_v,min_current_target_voltage_margin_v,min_current_target_current_margin_a,min_current_target_copper_loss_w,min_current_target_feasible,max_feasible_torque_id_a,max_feasible_torque_iq_a,max_feasible_torque_torque_nm,max_feasible_torque_current_a,max_feasible_torque_voltage_v,max_feasible_torque_voltage_margin_v,max_feasible_torque_current_margin_a,max_feasible_torque_copper_loss_w,max_feasible_torque_feasible
8250.0,3455.7519189487725,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,146.0,81.08207999999999,247.62067765031256,207.56847422612503,0.27762268214027586,12.379322349687442,3219.0900000000006,True
8500.0,3560.471674068432,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,140.0,78.048,244.13111231467406,206.57918831914708,1.2669085891182306,15.868887685325944,3128.999999999999,True
8750.0,3665.1914291880917,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,136.0,76.02048,241.8594633252956,207.60885681448704,0.2372400937782686,18.140536674704407,3071.04,True
9000.0,3769.911184307752,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,130.0,72.97200000000001,238.53720883753127,205.92617834864635,1.9199185596189636,21.462791162468733,2987.25,True
9250.0,3874.6309394274117,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,126.0,70.93487999999999,236.3810483097154,206.387571669715,1.4585252385503225,23.618951690284604,2933.4900000000002,True
9500.0,3979.3506945470713,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,122.0,68.89392,234.27334462119245,206.59969784881685,1.2463990594484642,25.72665537880755,2881.41,True
9750.0,4084.0704496667313,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,118.0,66.84912,232.2154172315008,206.56608797594427,1.2800089323210386,27.784582768499206,2831.0099999999998,True
10000.0,4188.790204786391,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,114.0,64.80048000000001,230.20860105565126,206.29064318274834,1.5554537255169691,29.791398944348742,2782.29,True
10250.0,4293.50995990605,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,110.0,62.748000000000005,228.25424421026653,205.7776811264975,2.0684157817678113,31.745755789733465,2735.249999999999,True
10500.0,4398.22971502571,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,108.0,61.720319999999994,227.29716232280595,207.81323544050431,0.032861467760994856,32.702837677194054,2712.359999999999,True
10750.0,4502.94947014537,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,104.0,59.66208,225.42404485768594,206.88759951427554,0.9584973939897736,34.57595514231406,2667.8400000000006,True
11000.0,4607.669225265029,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,100.0,57.599999999999994,223.60679774997897,205.73791499483397,2.1081819134313378,36.393202250021034,2624.9999999999995,True
11250.0,4712.38898038469,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,98.0,56.45975999999999,222.71955459725578,206.91654258054305,0.9295543277222578,37.28044540274422,2604.2099999999996,True
11500.0,4817.10873550435,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,94.0,54.17784,220.9886874932742,204.59457273516335,3.2515241731019557,39.0113125067258,2563.890000000001,True
11750.0,4921.82849062401,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,92.0,53.036159999999995,220.14540649307222,205.4489419294799,2.3971549787854087,39.854593506927785,2544.36,True
12000.0,5026.548245743669,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,90.0,51.89399999999999,219.31712199461307,206.17418992068252,1.671906987582787,40.682878005386925,2525.249999999999,True
12250.0,5131.268000863329,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,88.0,50.751360000000005,218.5040045399626,206.77217950596253,1.0739174023027829,41.49599546003739,2506.56,True
12500.0,5235.987755982988,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,86.0,49.60824000000001,217.70622407271685,207.24490182079424,0.6011950874710692,42.29377592728315,2488.2899999999995,True
