speed_rpm,omega_e_rad_s,freq_hz,target_torque_nm,baseline_iron_loss_w,min_current_target_feasible,min_current_target_id_a,min_current_target_iq_a,min_current_target_torque_nm,min_current_target_current_a,min_current_target_voltage_v,min_current_target_copper_loss_w,min_current_target_iron_loss_w,min_current_target_total_loss_w,min_current_target_efficiency_pct,min_current_target_lambda_d_wb,min_current_target_lambda_q_wb,min_current_target_b_peak_t,max_feasible_torque_feasible,max_feasible_torque_id_a,max_feasible_torque_iq_a,max_feasible_torque_torque_nm,max_feasible_torque_current_a,max_feasible_torque_voltage_v,max_feasible_torque_copper_loss_w,max_feasible_torque_iron_loss_w,max_feasible_torque_total_loss_w,max_feasible_torque_efficiency_pct,max_feasible_torque_lambda_d_wb,max_feasible_torque_lambda_q_wb,max_feasible_torque_b_peak_t
15000.0,6283.185307179587,999.9999999999342,100.0,304157.5209545728,False,,,,,,,,,,,,,True,-250.0,70.0,48.300000000000004,259.61509971494337,204.19242572028435,3538.4999999999995,96964.4122009097,100502.9122009097,43.01663606709094,0.009999999999999995,0.029400000000000003,2.7958554563111733
15250.0,6387.905062299246,1016.6666666665998,100.0,314271.3692313706,False,,,,,,,,,,,,,True,-250.0,70.0,48.300000000000004,259.61509971494337,207.4443987860034,3538.4999999999995,100188.67359734367,103727.17359734367,42.64816592206274,0.009999999999999995,0.029400000000000003,2.7958554563111733
15500.0,6492.624817418906,1033.3333333332653,100.0,324550.1242502936,False,,,,,,,,,,,,,True,-250.0,68.0,46.92,259.0829982843336,205.513397986067,3524.0099999999998,98241.97707527723,101765.98707527723,42.803829322355575,0.009999999999999995,0.028560000000000002,2.7243660984827764
15750.0,6597.344572538565,1049.9999999999309,100.0,334993.7743350838,False,,,,,,,,,,,,,True,-250.0,66.0,45.54,258.5652722234755,203.43074843412077,3509.9399999999987,96167.95293968523,99677.89293968523,42.97233445948049,0.009999999999999995,0.02772,2.6531061608778597
16000.0,6702.064327658225,1066.6666666665963,100.0,345602.308088634,False,,,,,,,,,,,,,True,-250.0,66.0,45.54,258.5652722234755,206.51666974439485,3509.9399999999987,99213.38558032292,102723.32558032293,42.62110676335609,0.009999999999999995,0.02772,2.6531061608778597
16250.0,6806.7840827778855,1083.333333333262,100.0,356375.7143820401,False,,,,,,,,,,,,,True,-252.0,64.0,44.344319999999996,260.0,203.43704909003137,3548.9999999999995,96069.9390257309,99618.9390257309,43.10073787690423,0.009639999999999996,0.02688,2.5709730095464547
16500.0,6911.503837897545,1099.9999999999275,100.0,367313.9823442413,False,,,,,,,,,,,,,True,-252.0,64.0,44.344319999999996,260.0,206.42743412263474,3548.9999999999995,99018.62125565766,102567.62125565766,42.76012437147203,0.009639999999999996,0.02688,2.5709730095464547
16750.0,7016.223593017205,1116.666666666593,100.0,378417.10135221755,False,,,,,,,,,,,,,True,-252.0,62.0,42.958560000000006,259.5149321330085,203.8474587360142,3535.7699999999995,96450.85071540328,99986.62071540329,42.975037378644856,0.009639999999999996,0.02604,2.499916276765907
17000.0,7120.943348136864,1133.3333333332587,100.0,389685.0610216954,False,,,,,,,,,,,,,True,-252.0,62.0,42.958560000000006,259.5149321330085,206.75518504991956,3535.7699999999995,99322.82529600352,102858.59529600352,42.64442728041221,0.009639999999999996,0.02604,2.499916276765907
17250.0,7225.663103256524,1149.9999999999243,100.0,401117.8511983388,False,,,,,,,,,,,,,True,-252.0,60.0,41.5728,259.04439773907484,203.94658204174678,3522.9600000000005,96529.45510403776,100052.41510403776,42.87621234948442,0.009639999999999996,0.0252,2.429135509231701
17500.0,7330.382858376183,1166.6666666665897,100.0,412715.46194938465,False,,,,,,,,,,,,,True,-252.0,60.0,41.5728,259.04439773907484,206.77196908266072,3522.9600000000005,99320.432974912,102843.392974912,42.55506671598969,0.009639999999999996,0.0252,2.429135509231701
17750.0,7435.102613495843,1183.3333333332553,100.0,424477.88355570176,False,,,,,,,,,,,,,True,-252.0,58.0,40.187039999999996,258.58847615468096,203.73806362075422,3510.57,96309.35901398794,99819.92901398794,42.802705693506525,0.009639999999999996,0.02436,2.3586555513533725
18000.0,7539.822368615504,1199.999999999921,100.0,436405.1065042394,False,,,,,,,,,,,,,True,-252.0,58.0,40.187039999999996,258.58847615468096,206.4814596280959,3510.57,99015.51460298657,102526.08460298658,42.49052926346032,0.009639999999999996,0.02436,2.3586555513533725
